date;cultural_venues;gastronomy;essential_retail;non-essential_retail;major_events;events_and_gatherings;public_gatherings;traceability;tourism;traveling;school_facilities;university_facilities;sport_facilities;medical_facilities;mouth_and_nose_covering;curfew;new_infections
2020-11-10;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;296
2020-11-11;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;308
2020-11-12;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;440
2020-11-13;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;263
2020-11-14;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;244
2020-11-15;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;193
2020-11-16;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;230
2020-11-17;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;290
2020-11-18;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;278
2020-11-19;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;355
2020-11-20;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;416
2020-11-21;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;142
2020-11-22;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;61
2020-11-23;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;233
2020-11-24;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;314
2020-11-25;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;235
2020-11-26;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;214
2020-11-27;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;210
2020-11-28;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;211
2020-11-29;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;97
2020-11-30;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_10p;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;146
2020-12-01;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;325
2020-12-02;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;244
2020-12-03;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;266
2020-12-04;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;245
2020-12-05;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;161
2020-12-06;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;76
2020-12-07;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;177
2020-12-08;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;270
2020-12-09;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;282
2020-12-10;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;201
2020-12-11;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;244
2020-12-12;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;185
2020-12-13;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;148
2020-12-14;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;185
2020-12-15;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/meas;mandatory_textile;no;351
2020-12-16;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;298
2020-12-17;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;285
2020-12-18;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;305
2020-12-19;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;283
2020-12-20;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;158
2020-12-21;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;205
2020-12-22;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;273
2020-12-23;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;349
2020-12-24;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;225
2020-12-25;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;91
2020-12-26;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;109
2020-12-27;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5test_mUKSA;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;125
2020-12-28;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;166
2020-12-29;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;243
2020-12-30;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;219
2020-12-31;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_10ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;114
2021-01-01;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;98
2021-01-02;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;114
2021-01-03;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;69
2021-01-04;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;174
2021-01-05;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;262
2021-01-06;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;190
2021-01-07;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;217
2021-01-08;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;211
2021-01-09;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;175
2021-01-10;closed;closedw/dp;openw/meas;openw/lim_1p_10sqm_esent;prohibited;prohibitedw/ex_trials;allowed_2h_5ppl;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;openw/meas;openw/limit;allowed_visitsw/FFP2;mandatory_textile;no;80
2021-01-11;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;141
2021-01-12;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;216
2021-01-13;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;193
2021-01-14;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;189
2021-01-15;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;170
2021-01-16;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;143
2021-01-17;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;88
2021-01-18;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;118
2021-01-19;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;221
2021-01-20;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;168
2021-01-21;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;148
2021-01-22;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;191
2021-01-23;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;86
2021-01-24;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;79
2021-01-25;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;98
2021-01-26;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;151
2021-01-27;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;149
2021-01-28;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;68
2021-01-29;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;196
2021-01-30;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;116
2021-01-31;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;97
2021-02-01;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;105
2021-02-02;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;93
2021-02-03;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;156
2021-02-04;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;209
2021-02-05;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;129
2021-02-06;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;125
2021-02-07;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;43
2021-02-08;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;85
2021-02-09;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;105
2021-02-10;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;108
2021-02-11;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;149
2021-02-12;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;114
2021-02-13;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;105
2021-02-14;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;84
2021-02-15;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;76
2021-02-16;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;69
2021-02-17;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;168
2021-02-18;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;112
2021-02-19;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2;mandatory_textile;no;121
2021-02-20;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_textile;no;111
2021-02-21;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_textile;no;85
2021-02-22;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_medical;no;55
2021-02-23;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_medical;no;128
2021-02-24;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_medical;no;148
2021-02-25;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_medical;no;106
2021-02-26;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_medical;no;128
2021-02-27;closed;closedw/dp;openw/meas;closed;prohibited;prohibitedw/ex_trials;allowed_2h_1p;yes;prohibited;ra_10dqua_reg_5testM;openw/meas;open_limited;closed;limited_visitsw/FFP2_test;mandatory_medical;no;134
